1779959446.216646 server started (21110): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779959446.216673 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779959446.216680 using libevent 2.1.12-stable poll
1779959446.216682 using ncurses 6.4 20240113
1779959446.218010 yylex_token: end at WS
1779959446.218012 yylex_token: command-prompt
1779959446.218014 yylex_token: end at WS
1779959446.218016 yylex_token: -I#S
1779959446.218018 yylex_token: end at WS
1779959446.218019 yylex_token: rename-session
1779959446.218021 yylex_token: end at WS
1779959446.218023 yylex_token: --
1779959446.218025 yylex_token: end at WS
1779959446.218026 yylex_token: %%
1779959446.218029 cmd_parse_build_commands 0:0: bind
1779959446.218031 cmd_parse_build_commands 0:1: -N
1779959446.218033 cmd_parse_build_commands 0:2: Rename current session
1779959446.218035 cmd_parse_build_commands 0:3: $
1779959446.218037 cmd_parse_build_commands 0:4 0:0: command-prompt
1779959446.218039 cmd_parse_build_commands 0:4 0:1: -I#S
1779959446.218041 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1779959446.218043 cmd_parse_build_commands 0:4 0:2 0:1: --
1779959446.218045 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779959446.218047 cmd_parse_build_commands 0:0: command-prompt
1779959446.218049 cmd_parse_build_commands 0:1: -I#S
1779959446.218051 cmd_parse_build_commands 0:2 0:0: rename-session
1779959446.218053 cmd_parse_build_commands 0:2 0:1: --
1779959446.218058 cmd_parse_build_commands 0:2 0:2: %%
1779959446.218061 cmd_parse_build_commands 0:0: rename-session
1779959446.218063 cmd_parse_build_commands 0:1: --
1779959446.218064 cmd_parse_build_commands 0:2: %%
1779959446.218068 args_parse_flags: next --
1779959446.218070 args_parse: flags end at 2 of 3
1779959446.218072 args_parse: 2 = %% (type STRING)
1779959446.218075 cmd_parse_build_commands: rename-session "%%"
1779959446.218077 args_parse_flags: next -I#S
1779959446.218079 args_parse_flag_argument: -I = #S
1779959446.218081 args_parse: flags end at 2 of 3
1779959446.218084 args_parse: 2 = rename-session "%%" (type COMMANDS)
1779959446.218088 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1779959446.218090 args_parse_flags: next -N
1779959446.218092 args_parse_flag_argument: -N = Rename current session
1779959446.218094 args_parse_flags: next $
1779959446.218096 args_parse: flags end at 3 of 5
1779959446.218098 args_parse: 3 = $ (type STRING)
1779959446.218102 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1779959446.218109 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1779959446.218116 cmdq_get_command: [bind-key/0x647b21e5e340] group 58
1779959446.218118 cmdq_append <global>: [bind-key/0x647b21e5e340]
1779959446.218139 yylex_token: end at WS
1779959446.218141 yylex_token: bind
1779959446.218143 yylex_token: end at WS
1779959446.218145 yylex_token: -N
1779959446.218147 yylex_token: end at WS
1779959446.218149 yylex_token: Split window horizontally
1779959446.218151 yylex_get_word: %
1779959446.218153 yylex_token: end at WS
1779959446.218155 yylex_token: split-window
1779959446.218157 yylex_token: end at WS
1779959446.218158 yylex_token: -h
1779959446.218172 cmd_parse_build_commands 0:0: bind
1779959446.218174 cmd_parse_build_commands 0:1: -N
1779959446.218176 cmd_parse_build_commands 0:2: Split window horizontally
1779959446.218178 cmd_parse_build_commands 0:3: %
1779959446.218180 cmd_parse_build_commands 0:4 0:0: split-window
1779959446.218181 cmd_parse_build_commands 0:4 0:1: -h
1779959446.218184 cmd_parse_build_commands 0:0: split-window
1779959446.218186 cmd_parse_build_commands 0:1: -h
1779959446.218190 args_parse_flags: next -h
1779959446.218191 args_parse_flags: -h
1779959446.218193 args_parse: flags end at 2 of 2
1779959446.218196 cmd_parse_build_commands: split-window -h
1779959446.218198 args_parse_flags: next -N
1779959446.218200 args_parse_flag_argument: -N = Split window horizontally
1779959446.218202 args_parse_flags: next %
1779959446.218204 args_parse: flags end at 3 of 5
1779959446.218206 args_parse: 3 = % (type STRING)
1779959446.218208 args_parse: 4 = split-window -h (type COMMANDS)
1779959446.218213 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1779959446.218217 cmdq_get_command: [bind-key/0x647b21e5c1d0] group 70
1779959446.218219 cmdq_append <global>: [bind-key/0x647b21e5c1d0]
1779959446.218222 yylex_token: end at WS
1779959446.218223 yylex_token: bind
1779959446.218225 yylex_token: end at WS
1779959446.218227 yylex_token: -N
1779959446.218229 yylex_token: end at WS
1779959446.218231 yylex_token: Kill current window
1779959446.218232 yylex_token: end at WS
1779959446.218234 yylex_token: &
1779959446.218236 yylex_token: end at WS
1779959446.218238 yylex_token: confirm-before
1779959446.218240 yylex_token: end at WS
1779959446.218242 yylex_token: -pkill-window #W? (y/n)
1779959446.218244 yylex_token: end at WS
1779959446.218246 yylex_token: kill-window
1779959446.218248 cmd_parse_build_commands 0:0: bind
1779959446.218250 cmd_parse_build_commands 0:1: -N
1779959446.218252 cmd_parse_build_commands 0:2: Kill current window
1779959446.218254 cmd_parse_build_commands 0:3: &
1779959446.218256 cmd_parse_build_commands 0:4 0:0: confirm-before
1779959446.218258 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1779959446.218260 cmd_parse_build_commands 0:4 0:2: kill-window
1779959446.218262 cmd_parse_build_commands 0:0: confirm-before
1779959446.218265 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1779959446.218266 cmd_parse_build_commands 0:2: kill-window
1779959446.218269 args_parse_flags: next -pkill-window #W? (y/n)
1779959446.218271 args_parse_flag_argument: -p = kill-window #W? (y/n)
1779959446.218273 args_parse_flags: next kill-window
1779959446.218275 args_parse: flags end at 2 of 3
1779959446.218277 args_parse: 2 = kill-window (type STRING)
1779959446.218281 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1779959446.218283 args_parse_flags: next -N
1779959446.218285 args_parse_flag_argument: -N = Kill current window
1779959446.218287 args_parse_flags: next &
1779959446.218289 args_parse: flags end at 3 of 5
1779959446.218291 args_parse: 3 = & (type STRING)
1779959446.218295 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1779959446.218301 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1779959446.218305 cmdq_get_command: [bind-key/0x647b21e5de70] group 78
1779959446.218307 cmdq_append <global>: [bind-key/0x647b21e5de70]
1779959446.218309 yylex_token: end at WS
1779959446.218315 yylex_token: bind
1779959446.218317 yylex_token: end at WS
1779959446.218319 yylex_token: -N
1779959446.218321 yylex_token: end at WS
1779959446.218323 yylex_token: Prompt for window index to select
1779959446.218325 yylex_token: end at WS
1779959446.218327 yylex_token: '
1779959446.218329 yylex_token: end at WS
1779959446.218331 yylex_token: command-prompt
1779959446.218332 yylex_token: end at WS
1779959446.218334 yylex_token: -T
1779959446.218336 yylex_token: end at WS
1779959446.218338 yylex_token: window-target
1779959446.218339 yylex_token: end at WS
1779959446.218341 yylex_token: -pindex
1779959446.218343 yylex_token: end at WS
1779959446.218345 yylex_token: select-window
1779959446.218347 yylex_token: end at WS
1779959446.218348 yylex_token: -t
1779959446.218362 yylex_token: end at WS
1779959446.218363 yylex_token: :%%
1779959446.218367 cmd_parse_build_commands 0:0: bind
1779959446.218368 cmd_parse_build_commands 0:1: -N
1779959446.218370 cmd_parse_build_commands 0:2: Prompt for window index to select
1779959446.218372 cmd_parse_build_commands 0:3: '
1779959446.218374 cmd_parse_build_commands 0:4 0:0: command-prompt
1779959446.218376 cmd_parse_build_commands 0:4 0:1: -T
1779959446.218378 cmd_parse_build_commands 0:4 0:2: window-target
1779959446.218380 cmd_parse_build_commands 0:4 0:3: -pindex
1779959446.218382 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1779959446.218384 cmd_parse_build_commands 0:4 0:4 0:1: -t
1779959446.218386 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1779959446.218389 cmd_parse_build_commands 0:0: command-prompt
1779959446.218390 cmd_parse_build_commands 0:1: -T
1779959446.218392 cmd_parse_build_commands 0:2: window-target
1779959446.218394 cmd_parse_build_commands 0:3: -pindex
1779959446.218396 cmd_parse_build_commands 0:4 0:0: select-window
1779959446.218398 cmd_parse_build_commands 0:4 0:1: -t
1779959446.218400 cmd_parse_build_commands 0:4 0:2: :%%
1779959446.218402 cmd_parse_build_commands 0:0: select-window
1779959446.218404 cmd_parse_build_commands 0:1: -t
1779959446.218406 cmd_parse_build_commands 0:2: :%%
1779959446.218409 args_parse_flags: next -t
1779959446.218411 args_parse_flag_argument: -t = :%%
1779959446.218413 args_parse: flags end at 3 of 3
1779959446.218417 cmd_parse_build_commands: select-window -t ":%%"
1779959446.218419 args_parse_flags: next -T
1779959446.218421 args_parse_flag_argument: -T = window-target
1779959446.218423 args_parse_flags: next -pindex
1779959446.218425 args_parse_flag_argument: -p = index
1779959446.218426 args_parse: flags end at 4 of 5
1779959446.218430 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1779959446.218436 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1779959446.218438 args_parse_flags: next -N
1779959446.218440 args_parse_flag_argument: -N = Prompt for window index to select
1779959446.218442 args_parse_flags: next '
1779959446.218444 args_parse: flags end at 3 of 5
1779959446.218445 args_parse: 3 = ' (type STRING)
1779959446.218450 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1779959446.218458 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1779959446.218462 cmdq_get_command: [bind-key/0x647b21e5f5a0] group 86
1779959446.218465 cmdq_append <global>: [bind-key/0x647b21e5f5a0]
1779959446.218470 yylex_token: end at WS
1779959446.218472 yylex_token: bind
1779959446.218474 yylex_token: end at WS
1779959446.218476 yylex_token: -N
1779959446.218478 yylex_token: end at WS
1779959446.218480 yylex_token: Switch to previous client
1779959446.218482 yylex_token: end at WS
1779959446.218484 yylex_token: (
1779959446.218486 yylex_token: end at WS
1779959446.218488 yylex_token: switch-client
1779959446.218489 yylex_token: end at WS
1779959446.218491 yylex_token: -p
1779959446.218495 cmd_parse_build_commands 0:0: bind
1779959446.218498 cmd_parse_build_commands 0:1: -N
1779959446.218501 cmd_parse_build_commands 0:2: Switch to previous client
1779959446.218509 cmd_parse_build_commands 0:3: (
1779959446.218512 cmd_parse_build_commands 0:4 0:0: switch-client
1779959446.218515 cmd_parse_build_commands 0:4 0:1: -p
1779959446.218519 cmd_parse_build_commands 0:0: switch-client
1779959446.218521 cmd_parse_build_commands 0:1: -p
1779959446.218527 args_parse_flags: next -p
1779959446.218529 args_parse_flags: -p
1779959446.218532 args_parse: flags end at 2 of 2
1779959446.218536 cmd_parse_build_commands: switch-client -p
1779959446.218538 args_parse_flags: next -N
1779959446.218541 args_parse_flag_argument: -N = Switch to previous client
1779959446.218544 args_parse_flags: next (
1779959446.218547 args_parse: flags end at 3 of 5
1779959446.218549 args_parse: 3 = ( (type STRING)
1779959446.218553 args_parse: 4 = switch-client -p (type COMMANDS)
1779959446.218560 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1779959446.218564 cmdq_get_command: [bind-key/0x647b21e5f860] group 98
1779959446.218567 cmdq_append <global>: [bind-key/0x647b21e5f860]
1779959446.218570 yylex_token: end at WS
1779959446.218572 yylex_token: bind
1779959446.218575 yylex_token: end at WS
1779959446.218578 yylex_token: -N
1779959446.218581 yylex_token: end at WS
1779959446.218583 yylex_token: Switch to next client
1779959446.218586 yylex_token: end at WS
1779959446.218588 yylex_token: )
1779959446.218591 yylex_token: end at WS
1779959446.218594 yylex_token: switch-client
1779959446.218596 yylex_token: end at WS
1779959446.218599 yylex_token: -n
1779959446.218603 cmd_parse_build_commands 0:0: bind
1779959446.218606 cmd_parse_build_commands 0:1: -N
1779959446.218608 cmd_parse_build_commands 0:2: Switch to next client
1779959446.218611 cmd_parse_build_commands 0:3: )
1779959446.218613 cmd_parse_build_commands 0:4 0:0: switch-client
1779959446.218615 cmd_parse_build_commands 0:4 0:1: -n
1779959446.218618 cmd_parse_build_commands 0:0: switch-client
1779959446.218620 cmd_parse_build_commands 0:1: -n
1779959446.218623 args_parse_flags: next -n
1779959446.218625 args_parse_flags: -n
1779959446.218627 args_parse: flags end at 2 of 2
1779959446.218629 cmd_parse_build_commands: switch-client -n
1779959446.218631 args_parse_flags: next -N
1779959446.218633 args_parse_flag_argument: -N = Switch to next client
1779959446.218635 args_parse_flags: next )
1779959446.218637 args_parse: flags end at 3 of 5
1779959446.218639 args_parse: 3 = ) (type STRING)
1779959446.218642 args_parse: 4 = switch-client -n (type COMMANDS)
1779959446.218646 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1779959446.218650 cmdq_get_command: [bind-key/0x647b21e5fd00] group 106
1779959446.218652 cmdq_append <global>: [bind-key/0x647b21e5fd00]
1779959446.218654 yylex_token: end at WS
1779959446.218655 yylex_token: bind
1779959446.218657 yylex_token: end at WS
1779959446.218659 yylex_token: -N
1779959446.218661 yylex_token: end at WS
1779959446.218663 yylex_token: Rename current window
1779959446.218665 yylex_token: end at WS
1779959446.218666 yylex_token: ,
1779959446.218668 yylex_token: end at WS
1779959446.218670 yylex_token: command-prompt
1779959446.218672 yylex_token: end at WS
1779959446.218673 yylex_token: -I#W
1779959446.218676 yylex_token: end at WS
1779959446.218677 yylex_token: rename-window
1779959446.218679 yylex_token: end at WS
1779959446.218681 yylex_token: --
1779959446.218682 yylex_token: end at WS
1779959446.218684 yylex_token: %%
1779959446.218687 cmd_parse_build_commands 0:0: bind
1779959446.218689 cmd_parse_build_commands 0:1: -N
1779959446.218691 cmd_parse_build_commands 0:2: Rename current window
1779959446.218693 cmd_parse_build_commands 0:3: ,
1779959446.218695 cmd_parse_build_commands 0:4 0:0: command-prompt
1779959446.218710 cmd_parse_build_commands 0:4 0:1: -I#W
1779959446.218714 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1779959446.218717 cmd_parse_build_commands 0:4 0:2 0:1: --
1779959446.218720 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779959446.218731 cmd_parse_build_commands 0:0: command-prompt
1779959446.218739 cmd_parse_build_commands 0:1: -I#W
1779959446.218742 cmd_parse_build_commands 0:2 0:0: rename-window
1779959446.218745 cmd_parse_build_commands 0:2 0:1: --
1779959446.218747 cmd_parse_build_commands 0:2 0:2: %%
1779959446.218751 cmd_parse_build_commands 0:0: rename-window
1779959446.218753 cmd_parse_build_commands 0:1: --
1779959446.218756 cmd_parse_build_commands 0:2: %%
1779959446.218760 args_parse_flags: next --
1779959446.218762 args_parse: flags end at 2 of 3
1779959446.218766 args_parse: 2 = %% (type STRING)
1779959446.218770 cmd_parse_build_commands: rename-window "%%"
1779959446.218773 args_parse_flags: next -I#W
1779959446.218776 args_parse_flag_argument: -I = #W
1779959446.218779 args_parse: flags end at 2 of 3
1779959446.218783 args_parse: 2 = rename-window "%%" (type COMMANDS)
1779959446.218789 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1779959446.218792 args_parse_flags: next -N
1779959446.218795 args_parse_flag_argument: -N = Rename current window
1779959446.218797 args_parse_flags: next ,
1779959446.218800 args_parse: flags end at 3 of 5
1779959446.218802 args_parse: 3 = , (type STRING)
1779959446.218808 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1779959446.218816 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1779959446.218822 cmdq_get_command: [bind-key/0x647b21e60800] group 114
1779959446.218825 cmdq_append <global>: [bind-key/0x647b21e60800]
1779959446.218834 yylex_token: end at WS
1779959446.218837 yylex_token: bind
1779959446.218839 yylex_token: end at WS
1779959446.218842 yylex_token: -N
1779959446.218846 yylex_token: end at WS
1779959446.218848 yylex_token: Delete the most recent paste buffer
1779959446.218851 yylex_token: end at WS
1779959446.218853 yylex_token: -
1779959446.218856 yylex_token: end at WS
1779959446.218858 yylex_token: delete-buffer
1779959446.218862 cmd_parse_build_commands 0:0: bind
1779959446.218865 cmd_parse_build_commands 0:1: -N
1779959446.218868 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1779959446.218870 cmd_parse_build_commands 0:3: -
1779959446.218873 cmd_parse_build_commands 0:4 0:0: delete-buffer
1779959446.218877 cmd_parse_build_commands 0:0: delete-buffer
1779959446.218881 args_parse: flags end at 1 of 1
1779959446.218884 cmd_parse_build_commands: delete-buffer
1779959446.218887 args_parse_flags: next -N
1779959446.218890 args_parse_flag_argument: -N = Delete the most recent paste buffer
1779959446.218893 args_parse_flags: next -
1779959446.218895 args_parse: flags end at 3 of 5
1779959446.218898 args_parse: 3 = - (type STRING)
1779959446.218902 args_parse: 4 = delete-buffer (type COMMANDS)
1779959446.218909 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1779959446.218913 cmdq_get_command: [bind-key/0x647b21e61460] group 126
1779959446.218916 cmdq_append <global>: [bind-key/0x647b21e61460]
1779959446.218924 yylex_token: end at WS
1779959446.218926 yylex_token: bind
1779959446.218929 yylex_token: end at WS
1779959446.218931 yylex_token: -N
1779959446.218934 yylex_token: end at WS
1779959446.218936 yylex_token: Move the current window
1779959446.218939 yylex_token: end at WS
1779959446.218941 yylex_token: .
1779959446.218944 yylex_token: end at WS
1779959446.218946 yylex_token: command-prompt
1779959446.218948 yylex_token: end at WS
1779959446.218950 yylex_token: -T
1779959446.218953 yylex_token: end at WS
1779959446.218955 yylex_token: target
1779959446.218958 yylex_token: end at WS
1779959446.218960 yylex_token: move-window
1779959446.218963 yylex_token: end at WS
1779959446.218965 yylex_token: -t
1779959446.218968 yylex_token: end at WS
1779959446.218970 yylex_token: %%
1779959446.218974 cmd_parse_build_commands 0:0: bind
1779959446.218976 cmd_parse_build_commands 0:1: -N
1779959446.218979 cmd_parse_build_commands 0:2: Move the current window
1779959446.218982 cmd_parse_build_commands 0:3: .
1779959446.218985 cmd_parse_build_commands 0:4 0:0: command-prompt
1779959446.218993 cmd_parse_build_commands 0:4 0:1: -T
1779959446.218996 cmd_parse_build_commands 0:4 0:2: target
1779959446.218999 cmd_parse_build_commands 0:4 0:3 0:0: move-window
